"Pulse energy, mJ","Compressor Grating Position, m","Simulated Angular Frequency Width, /s"
0.1,-0.0005,51258616990916.25
0.1,-0.0004473684210526316,51364790495745.484
0.1,-0.00039473684210526315,51769350317659.73
0.1,-0.00034210526315789477,52461270515215.68
0.1,-0.0002894736842105263,53438095281831.086
0.1,-0.0002368421052631579,54668535677151.28
0.1,-0.00018421052631578948,56107529748264.85
0.1,-0.00013157894736842105,57642019448120.64
0.1,-7.894736842105262e-05,58877717943119.1
0.1,-2.6315789473684188e-05,60073706575752.37
0.1,2.6315789473684188e-05,60920725994399.2
0.1,7.894736842105267e-05,61360171932045.83
0.1,0.00013157894736842105,61440189370247.625
0.1,0.00018421052631578953,61099867391395.43
0.1,0.0002368421052631579,60295208054993.77
0.1,0.0002894736842105264,59294885121253.01
0.1,0.00034210526315789477,58199433403579.99
0.1,0.00039473684210526315,56988280124808.16
0.1,0.00044736842105263163,55846230246882.836
0.1,0.0005,54892412859536.26
0.1631578947368421,-0.0005,52253449902857.1
0.1631578947368421,-0.0004473684210526316,52876580049304.56
0.1631578947368421,-0.00039473684210526315,53878767661716.836
0.1631578947368421,-0.00034210526315789477,55490623574837.91
0.1631578947368421,-0.0002894736842105263,57529383194181.484
0.1631578947368421,-0.0002368421052631579,59987143535879.28
0.1631578947368421,-0.00018421052631578948,62262680262270.234
0.1631578947368421,-0.00013157894736842105,64590215742845.72
0.1631578947368421,-7.894736842105262e-05,66870937338743.75
0.1631578947368421,-2.6315789473684188e-05,68761594139786.305
0.1631578947368421,2.6315789473684188e-05,70070781526151.695
0.1631578947368421,7.894736842105267e-05,70688549178306.81
0.1631578947368421,0.00013157894736842105,70547346283393.86
0.1631578947368421,0.00018421052631578953,69710182046649.984
0.1631578947368421,0.0002368421052631579,68285909656818.5
0.1631578947368421,0.0002894736842105264,66358649479388.125
0.1631578947368421,0.00034210526315789477,64236960427793.49
0.1631578947368421,0.00039473684210526315,61899486103979.87
0.1631578947368421,0.00044736842105263163,59887240249871.37
0.1631578947368421,0.0005,57922231515487.46
0.22631578947368422,-0.0005,54220732123814.984
0.22631578947368422,-0.0004473684210526316,54895771223564.79
0.22631578947368422,-0.00039473684210526315,56543359081430.87
0.22631578947368422,-0.00034210526315789477,58665473986491.22
0.22631578947368422,-0.0002894736842105263,61376096418927.016
0.22631578947368422,-0.0002368421052631579,64643892597713.21
0.22631578947368422,-0.00018421052631578948,68355566829130.234
0.22631578947368422,-0.00013157894736842105,71962012495806.84
0.22631578947368422,-7.894736842105262e-05,75576992713870.75
0.22631578947368422,-2.6315789473684188e-05,78396084514643.58
0.22631578947368422,2.6315789473684188e-05,81027536842599.03
0.22631578947368422,7.894736842105267e-05,81206932221372.34
0.22631578947368422,0.00013157894736842105,80694813595013.17
0.22631578947368422,0.00018421052631578953,79487712975809.05
0.22631578947368422,0.0002368421052631579,77060981427648.97
0.22631578947368422,0.0002894736842105264,74200555447364.47
0.22631578947368422,0.00034210526315789477,70835598298599.7
0.22631578947368422,0.00039473684210526315,67573963529352.94
0.22631578947368422,0.00044736842105263163,64256115747566.78
0.22631578947368422,0.0005,61371733277211.99
0.28947368421052627,-0.0005,55960145944878.78
0.28947368421052627,-0.0004473684210526316,57132777066010.81
0.28947368421052627,-0.00039473684210526315,59010593826871.89
0.28947368421052627,-0.00034210526315789477,61681553803459.234
0.28947368421052627,-0.0002894736842105263,65679269923120.35
0.28947368421052627,-0.0002368421052631579,70844017187205.84
0.28947368421052627,-0.00018421052631578948,77001008091058.27
0.28947368421052627,-0.00013157894736842105,83189752167011.25
0.28947368421052627,-7.894736842105262e-05,88890924158704.23
0.28947368421052627,-2.6315789473684188e-05,92812870994708.72
0.28947368421052627,2.6315789473684188e-05,95372018824547.89
0.28947368421052627,7.894736842105267e-05,96452319197514.86
0.28947368421052627,0.00013157894736842105,94788296788980.3
0.28947368421052627,0.00018421052631578953,92024557988534.48
0.28947368421052627,0.0002368421052631579,88050877281306.02
0.28947368421052627,0.0002894736842105264,84132727253922.53
0.28947368421052627,0.00034210526315789477,78635702515461.52
0.28947368421052627,0.00039473684210526315,73947398728893.25
0.28947368421052627,0.00044736842105263163,69386124800400.51
0.28947368421052627,0.0005,65690481587516.16
0.3526315789473684,-0.0005,58418208665242.32
0.3526315789473684,-0.0004473684210526316,59451288857871.65
0.3526315789473684,-0.00039473684210526315,61653390346490.94
0.3526315789473684,-0.00034210526315789477,65646190274503.05
0.3526315789473684,-0.0002894736842105263,72528067392729.36
0.3526315789473684,-0.0002368421052631579,81766405021083.08
0.3526315789473684,-0.00018421052631578948,91864723898580.73
0.3526315789473684,-0.00013157894736842105,101906539809093.86
0.3526315789473684,-7.894736842105262e-05,110140428649197.73
0.3526315789473684,-2.6315789473684188e-05,115523753925045.88
0.3526315789473684,2.6315789473684188e-05,118393636010271.42
0.3526315789473684,7.894736842105267e-05,118296961510160.81
0.3526315789473684,0.00013157894736842105,114959673689208.42
0.3526315789473684,0.00018421052631578953,110329619275898.5
0.3526315789473684,0.0002368421052631579,103113217736129.31
0.3526315789473684,0.0002894736842105264,95939960768284.81
0.3526315789473684,0.00034210526315789477,88469501748371.11
0.3526315789473684,0.00039473684210526315,81090206181758.88
0.3526315789473684,0.00044736842105263163,75129266602899.72
0.3526315789473684,0.0005,70439554499352.9
0.41578947368421054,-0.0005,61070317397469.22
0.41578947368421054,-0.0004473684210526316,61974508928369.48
0.41578947368421054,-0.00039473684210526315,65798542795931.16
0.41578947368421054,-0.00034210526315789477,73371605720959.2
0.41578947368421054,-0.0002894736842105263,84548854670313.77
0.41578947368421054,-0.0002368421052631579,99356460955102.47
0.41578947368421054,-0.00018421052631578948,114163914388008.88
0.41578947368421054,-0.00013157894736842105,126638289908849.62
0.41578947368421054,-7.894736842105262e-05,136985956287217.83
0.41578947368421054,-2.6315789473684188e-05,142606301316776.9
0.41578947368421054,2.6315789473684188e-05,145029477475521.94
0.41578947368421054,7.894736842105267e-05,144368531133578.7
0.41578947368421054,0.00013157894736842105,139671140112982.17
0.41578947368421054,0.00018421052631578953,132417868642213.83
0.41578947368421054,0.0002368421052631579,122779572432133.48
0.41578947368421054,0.0002894736842105264,111817835669653.6
0.41578947368421054,0.00034210526315789477,100715473524143.84
0.41578947368421054,0.00039473684210526315,90630574610309.52
0.41578947368421054,0.00044736842105263163,82737543463351.8
0.41578947368421054,0.0005,75922597655981.06
0.47894736842105257,-0.0005,64211162052946.26
0.47894736842105257,-0.0004473684210526316,66278309658953.28
0.47894736842105257,-0.00039473684210526315,73006110658051.84
0.47894736842105257,-0.00034210526315789477,85575876259504.45
0.47894736842105257,-0.0002894736842105263,102910422479782.22
0.47894736842105257,-0.0002368421052631579,121744617172008.3
0.47894736842105257,-0.00018421052631578948,140038014720001.23
0.47894736842105257,-0.00013157894736842105,154139389639881.56
0.47894736842105257,-7.894736842105262e-05,163428635837845.03
0.47894736842105257,-2.6315789473684188e-05,169452013940650.97
0.47894736842105257,2.6315789473684188e-05,172015159929949.94
0.47894736842105257,7.894736842105267e-05,168341552790636.06
0.47894736842105257,0.00013157894736842105,163657360443481.12
0.47894736842105257,0.00018421052631578953,154117305945958.25
0.47894736842105257,0.0002368421052631579,142958735465806.47
0.47894736842105257,0.0002894736842105264,130044033065167.6
0.47894736842105257,0.00034210526315789477,115167714071283.5
0.47894736842105257,0.00039473684210526315,102378865352129.53
0.47894736842105257,0.00044736842105263163,91097232611011.4
0.47894736842105257,0.0005,82723968294538.22
0.5421052631578948,-0.0005,68464856685150.08
0.5421052631578948,-0.0004473684210526316,72303474942502.45
0.5421052631578948,-0.00039473684210526315,83861552569714.5
0.5421052631578948,-0.00034210526315789477,102333892370778.9
0.5421052631578948,-0.0002894736842105263,125225495519112.69
0.5421052631578948,-0.0002368421052631579,146962098979254.0
0.5421052631578948,-0.00018421052631578948,164312422014013.94
0.5421052631578948,-0.00013157894736842105,176462066164663.66
0.5421052631578948,-7.894736842105262e-05,185053550665311.12
0.5421052631578948,-2.6315789473684188e-05,189159273321557.75
0.5421052631578948,2.6315789473684188e-05,189767415259768.5
0.5421052631578948,7.894736842105267e-05,187474996972080.38
0.5421052631578948,0.00013157894736842105,181730236089844.53
0.5421052631578948,0.00018421052631578953,172739437321727.78
0.5421052631578948,0.0002368421052631579,161459315519846.28
0.5421052631578948,0.0002894736842105264,146906280157906.2
0.5421052631578948,0.00034210526315789477,131096933837744.42
0.5421052631578948,0.00039473684210526315,115739933938851.1
0.5421052631578948,0.00044736842105263163,101608522771384.3
0.5421052631578948,0.0005,90961373211535.1
0.6052631578947368,-0.0005,73834544556595.61
0.6052631578947368,-0.0004473684210526316,81861635420147.64
0.6052631578947368,-0.00039473684210526315,99161592526119.34
0.6052631578947368,-0.00034210526315789477,122641620792300.33
0.6052631578947368,-0.0002894736842105263,147019716766719.97
0.6052631578947368,-0.0002368421052631579,167327213998179.4
0.6052631578947368,-0.00018421052631578948,182528474804531.2
0.6052631578947368,-0.00013157894736842105,192862021016795.56
0.6052631578947368,-7.894736842105262e-05,197849538737590.4
0.6052631578947368,-2.6315789473684188e-05,200507264864907.9
0.6052631578947368,2.6315789473684188e-05,200644226936116.28
0.6052631578947368,7.894736842105267e-05,198555408869473.47
0.6052631578947368,0.00013157894736842105,193360409248942.72
0.6052631578947368,0.00018421052631578953,186092952182198.3
0.6052631578947368,0.0002368421052631579,175718452995936.16
0.6052631578947368,0.0002894736842105264,161752084692901.75
0.6052631578947368,0.00034210526315789477,145975935524733.3
0.6052631578947368,0.00039473684210526315,129324374694638.69
0.6052631578947368,0.00044736842105263163,112930044448155.22
0.6052631578947368,0.0005,99846693075815.81
0.668421052631579,-0.0005,81681949529131.95
0.668421052631579,-0.0004473684210526316,93576343192141.22
0.668421052631579,-0.00039473684210526315,116938218562446.47
0.668421052631579,-0.00034210526315789477,142089917474159.2
0.668421052631579,-0.0002894736842105263,166278543380007.7
0.668421052631579,-0.0002368421052631579,183162249152142.6
0.668421052631579,-0.00018421052631578948,193344565052663.72
0.668421052631579,-0.00013157894736842105,199705502900635.38
0.668421052631579,-7.894736842105262e-05,204131742474351.8
0.668421052631579,-2.6315789473684188e-05,206963921646224.72
0.668421052631579,2.6315789473684188e-05,207669661095112.75
0.668421052631579,7.894736842105267e-05,205723825694797.22
0.668421052631579,0.00013157894736842105,201156577860107.6
0.668421052631579,0.00018421052631578953,194090588048564.22
0.668421052631579,0.0002368421052631579,184871830683902.34
0.668421052631579,0.0002894736842105264,173237426616800.62
0.668421052631579,0.00034210526315789477,158416461512012.8
0.668421052631579,0.00039473684210526315,143581630863888.38
0.668421052631579,0.00044736842105263163,124817802345136.9
0.668421052631579,0.0005,110092205193091.02
0.7315789473684211,-0.0005,90857074217699.14
0.7315789473684211,-0.0004473684210526316,108485805341591.27
0.7315789473684211,-0.00039473684210526315,134558625561561.5
0.7315789473684211,-0.00034210526315789477,160496536054518.06
0.7315789473684211,-0.0002894736842105263,179690722485605.25
0.7315789473684211,-0.0002368421052631579,192861559943113.7
0.7315789473684211,-0.00018421052631578948,198505485036064.0
0.7315789473684211,-0.00013157894736842105,206027588347022.84
0.7315789473684211,-7.894736842105262e-05,211720126181935.3
0.7315789473684211,-2.6315789473684188e-05,217100491833517.25
0.7315789473684211,2.6315789473684188e-05,219077860561422.03
0.7315789473684211,7.894736842105267e-05,216474161294947.7
0.7315789473684211,0.00013157894736842105,209890967564103.12
0.7315789473684211,0.00018421052631578953,200961793964460.8
0.7315789473684211,0.0002368421052631579,191249502236263.4
0.7315789473684211,0.0002894736842105264,180181836278872.44
0.7315789473684211,0.00034210526315789477,168202484316436.47
0.7315789473684211,0.00039473684210526315,153375615733330.9
0.7315789473684211,0.00044736842105263163,136691247653255.67
0.7315789473684211,0.0005,120325631051052.89
0.7947368421052632,-0.0005,102698813173680.69
0.7947368421052632,-0.0004473684210526316,124053227097837.4
0.7947368421052632,-0.00039473684210526315,150786118056109.56
0.7947368421052632,-0.00034210526315789477,174112445058234.47
0.7947368421052632,-0.0002894736842105263,187517700341230.44
0.7947368421052632,-0.0002368421052631579,194844039641235.1
0.7947368421052632,-0.00018421052631578948,202969111545931.72
0.7947368421052632,-0.00013157894736842105,214814352993625.97
0.7947368421052632,-7.894736842105262e-05,228490884295923.5
0.7947368421052632,-2.6315789473684188e-05,238141410983323.28
0.7947368421052632,2.6315789473684188e-05,242599676545833.5
0.7947368421052632,7.894736842105267e-05,237303288174976.7
0.7947368421052632,0.00013157894736842105,227105168931450.6
0.7947368421052632,0.00018421052631578953,212872385664985.4
0.7947368421052632,0.0002368421052631579,198186395153257.66
0.7947368421052632,0.0002894736842105264,185687832549472.7
0.7947368421052632,0.00034210526315789477,174319967185811.5
0.7947368421052632,0.00039473684210526315,161669224678304.66
0.7947368421052632,0.00044736842105263163,147217673633765.28
0.7947368421052632,0.0005,131330752048527.64
0.8578947368421053,-0.0005,114819956141653.27
0.8578947368421053,-0.0004473684210526316,139755976188326.14
0.8578947368421053,-0.00039473684210526315,165569792402538.8
0.8578947368421053,-0.00034210526315789477,182409580230307.97
0.8578947368421053,-0.0002894736842105263,190338337638447.78
0.8578947368421053,-0.0002368421052631579,198225096277498.1
0.8578947368421053,-0.00018421052631578948,214230426213028.28
0.8578947368421053,-0.00013157894736842105,235755946653017.78
0.8578947368421053,-7.894736842105262e-05,256131452074646.88
0.8578947368421053,-2.6315789473684188e-05,269178236896295.8
0.8578947368421053,2.6315789473684188e-05,271935959436265.22
0.8578947368421053,7.894736842105267e-05,268067545626039.1
0.8578947368421053,0.00013157894736842105,253063456307359.5
0.8578947368421053,0.00018421052631578953,232746193658492.03
0.8578947368421053,0.0002368421052631579,211129250928026.03
0.8578947368421053,0.0002894736842105264,192043793953727.94
0.8578947368421053,0.00034210526315789477,178269754167018.97
0.8578947368421053,0.00039473684210526315,168039757312386.0
0.8578947368421053,0.00044736842105263163,155552322626880.9
0.8578947368421053,0.0005,140690672401334.25
0.9210526315789473,-0.0005,128677904517084.72
0.9210526315789473,-0.0004473684210526316,154783415652361.84
0.9210526315789473,-0.00039473684210526315,176247895021854.5
0.9210526315789473,-0.00034210526315789477,186614339335693.6
0.9210526315789473,-0.0002894736842105263,191914457710400.28
0.9210526315789473,-0.0002368421052631579,207366365418831.75
0.9210526315789473,-0.00018421052631578948,236082384921015.16
0.9210526315789473,-0.00013157894736842105,266295168691659.8
0.9210526315789473,-7.894736842105262e-05,288448955867140.9
0.9210526315789473,-2.6315789473684188e-05,301180500269648.4
0.9210526315789473,2.6315789473684188e-05,303877667773649.2
0.9210526315789473,7.894736842105267e-05,297879387538625.8
0.9210526315789473,0.00013157894736842105,282518656103149.1
0.9210526315789473,0.00018421052631578953,259936263421834.94
0.9210526315789473,0.0002368421052631579,231215509586652.9
0.9210526315789473,0.0002894736842105264,202969122875006.97
0.9210526315789473,0.00034210526315789477,183143159219180.0
0.9210526315789473,0.00039473684210526315,171888997821938.62
0.9210526315789473,0.00044736842105263163,162790464663449.25
0.9210526315789473,0.0005,149622401273854.3
0.9842105263157894,-0.0005,142058197902965.7
0.9842105263157894,-0.0004473684210526316,167810183956916.2
0.9842105263157894,-0.00039473684210526315,183585595140707.22
0.9842105263157894,-0.00034210526315789477,187689164489663.47
0.9842105263157894,-0.0002894736842105263,198115913992210.72
0.9842105263157894,-0.0002368421052631579,226691573407496.9
0.9842105263157894,-0.00018421052631578948,266838214890632.53
0.9842105263157894,-0.00013157894736842105,298345194459576.0
0.9842105263157894,-7.894736842105262e-05,317543179098816.25
0.9842105263157894,-2.6315789473684188e-05,326262463483115.0
0.9842105263157894,2.6315789473684188e-05,327752438164945.25
0.9842105263157894,7.894736842105267e-05,322067780669387.56
0.9842105263157894,0.00013157894736842105,309490150611436.7
0.9842105263157894,0.00018421052631578953,287705166716205.9
0.9842105263157894,0.0002368421052631579,256429970137973.22
0.9842105263157894,0.0002894736842105264,220589060217302.78
0.9842105263157894,0.00034210526315789477,190995420230658.56
0.9842105263157894,0.00039473684210526315,174983114872834.88
0.9842105263157894,0.00044736842105263163,168148177748681.22
0.9842105263157894,0.0005,158380575768699.34
1.0473684210526315,-0.0005,154147081341311.16
1.0473684210526315,-0.0004473684210526316,177939799468444.16
1.0473684210526315,-0.00039473684210526315,186357551299394.1
1.0473684210526315,-0.00034210526315789477,188653095874413.94
1.0473684210526315,-0.0002894736842105263,209985669318362.7
1.0473684210526315,-0.0002368421052631579,253044544953462.28
1.0473684210526315,-0.00018421052631578948,295380408911857.6
1.0473684210526315,-0.00013157894736842105,322914079954027.75
1.0473684210526315,-7.894736842105262e-05,336317905599038.5
1.0473684210526315,-2.6315789473684188e-05,340879586747444.75
1.0473684210526315,2.6315789473684188e-05,340872684591391.0
1.0473684210526315,7.894736842105267e-05,336197151262794.75
1.0473684210526315,0.00013157894736842105,327208045969857.25
1.0473684210526315,0.00018421052631578953,309840693499990.8
1.0473684210526315,0.0002368421052631579,281090026305811.1
1.0473684210526315,0.0002894736842105264,242423060420980.84
1.0473684210526315,0.00034210526315789477,203630623547040.16
1.0473684210526315,0.00039473684210526315,179402358697253.0
1.0473684210526315,0.00044736842105263163,170988460852376.78
1.0473684210526315,0.0005,163718054312208.38
1.1105263157894738,-0.0005,166529463486941.6
1.1105263157894738,-0.0004473684210526316,184760187367747.03
1.1105263157894738,-0.00039473684210526315,187374137606556.25
1.1105263157894738,-0.00034210526315789477,195544260637209.06
1.1105263157894738,-0.0002894736842105263,231474057332366.7
1.1105263157894738,-0.0002368421052631579,282148284198740.44
1.1105263157894738,-0.00018421052631578948,317961436799812.8
1.1105263157894738,-0.00013157894736842105,336258510871848.6
1.1105263157894738,-7.894736842105262e-05,344409790522103.0
1.1105263157894738,-2.6315789473684188e-05,346075440351797.6
1.1105263157894738,2.6315789473684188e-05,345779195823560.94
1.1105263157894738,7.894736842105267e-05,341853194074875.25
1.1105263157894738,0.00013157894736842105,335117072835285.75
1.1105263157894738,0.00018421052631578953,323826128221423.25
1.1105263157894738,0.0002368421052631579,302126940466508.56
1.1105263157894738,0.0002894736842105264,265855559625856.66
1.1105263157894738,0.00034210526315789477,221400157039314.16
1.1105263157894738,0.00039473684210526315,186609169199071.44
1.1105263157894738,0.00044736842105263163,172867141192548.62
1.1105263157894738,0.0005,168291110734716.88
1.1736842105263157,-0.0005,176368233816242.22
1.1736842105263157,-0.0004473684210526316,188808338355728.38
1.1736842105263157,-0.00039473684210526315,187717493815655.94
1.1736842105263157,-0.00034210526315789477,206036849961246.62
1.1736842105263157,-0.0002894736842105263,257869444066482.06
1.1736842105263157,-0.0002368421052631579,306352795756728.1
1.1736842105263157,-0.00018421052631578948,331484620598555.25
1.1736842105263157,-0.00013157894736842105,340504862158846.0
1.1736842105263157,-7.894736842105262e-05,346571879108076.94
1.1736842105263157,-2.6315789473684188e-05,351126258046452.1
1.1736842105263157,2.6315789473684188e-05,352163891691119.6
1.1736842105263157,7.894736842105267e-05,347665380719759.9
1.1736842105263157,0.00013157894736842105,340152745215334.4
1.1736842105263157,0.00018421052631578953,329439628812657.6
1.1736842105263157,0.0002368421052631579,315068349922652.2
1.1736842105263157,0.0002894736842105264,286765854996189.0
1.1736842105263157,0.00034210526315789477,242257036553631.5
1.1736842105263157,0.00039473684210526315,197945298743692.62
1.1736842105263157,0.00044736842105263163,175625558685803.75
1.1736842105263157,0.0005,170210501866975.56
1.236842105263158,-0.0005,186045639827375.16
1.236842105263158,-0.0004473684210526316,190341889856801.16
1.236842105263158,-0.00039473684210526315,190178609332313.94
1.236842105263158,-0.00034210526315789477,225451985218910.9
1.236842105263158,-0.0002894736842105263,283207597758430.1
1.236842105263158,-0.0002368421052631579,321912933599561.9
1.236842105263158,-0.00018421052631578948,335400672342544.75
1.236842105263158,-0.00013157894736842105,343591917191074.6
1.236842105263158,-7.894736842105262e-05,355478117911490.0
1.236842105263158,-2.6315789473684188e-05,366937482415532.8
1.236842105263158,2.6315789473684188e-05,369222820708319.2
1.236842105263158,7.894736842105267e-05,362327723118772.75
1.236842105263158,0.00013157894736842105,347702081700291.44
1.236842105263158,0.00018421052631578953,333186010934173.0
1.236842105263158,0.0002368421052631579,320759225521347.25
1.236842105263158,0.0002894736842105264,301395849778604.2
1.236842105263158,0.00034210526315789477,263115190870821.22
1.236842105263158,0.00039473684210526315,213357008379134.75
1.236842105263158,0.00044736842105263163,180615442792715.38
1.236842105263158,0.0005,171777758511066.1
1.3,-0.0005,189529301945569.22
1.3,-0.0004473684210526316,190077399668484.97
1.3,-0.00039473684210526315,197553128348633.4
1.3,-0.00034210526315789477,248908719325548.2
1.3,-0.0002894736842105263,304325764227678.5
1.3,-0.0002368421052631579,327866701961421.5
1.3,-0.00018421052631578948,336757117818470.9
1.3,-0.00013157894736842105,355187618039978.94
1.3,-7.894736842105262e-05,378553344088524.94
1.3,-2.6315789473684188e-05,395696330100069.0
1.3,2.6315789473684188e-05,399791994805175.94
1.3,7.894736842105267e-05,390338161150253.94
1.3,0.00013157894736842105,367784734349664.5
1.3,0.00018421052631578953,342130307774079.6
1.3,0.0002368421052631579,323067602600351.6
1.3,0.0002894736842105264,309851422998103.1
1.3,0.00034210526315789477,280802744594168.94
1.3,0.00039473684210526315,231206973564607.97
1.3,0.00044736842105263163,187226382730030.3
1.3,0.0005,172489340668596.1
