"Pulse energy, mJ","Pressure, bar","Simulated Angular Frequency Width, /s"
0.1,0.01,51608783632433.92
0.1,0.19368421052631582,52067057069856.45
0.1,0.37736842105263163,51997025190818.28
0.1,0.5610526315789475,56152009209243.95
0.1,0.7447368421052633,54828189745445.26
0.1,0.928421052631579,53484167818252.01
0.1,1.112105263157895,60409804006749.625
0.1,1.2957894736842106,57522290684831.055
0.1,1.4794736842105265,55725114237457.44
0.1,1.6631578947368424,61895884097352.734
0.1,1.846842105263158,59426758545633.35
0.1,2.0305263157894737,58408200569840.99
0.1,2.2142105263157896,62900862115002.305
0.1,2.3978947368421055,62070884776008.945
0.1,2.581578947368421,61173147251268.875
0.1,2.765263157894737,63777375896929.42
0.1,2.9489473684210528,63390117417526.375
0.1,3.1326315789473687,63554231830804.125
0.1,3.3163157894736845,64989441310462.12
0.1,3.5,64903031843936.7
0.1631578947368421,0.01,51618636857619.234
0.1631578947368421,0.19368421052631582,53093335198361.766
0.1631578947368421,0.37736842105263163,52938068139835.92
0.1631578947368421,0.5610526315789475,63814220529312.055
0.1631578947368421,0.7447368421052633,58261037933967.57
0.1631578947368421,0.928421052631579,57571286501066.29
0.1631578947368421,1.112105263157895,74168122572664.44
0.1631578947368421,1.2957894736842106,62422829925683.41
0.1631578947368421,1.4794736842105265,65202406752558.914
0.1631578947368421,1.6631578947368424,77313849265539.34
0.1631578947368421,1.846842105263158,67890740646671.266
0.1631578947368421,2.0305263157894737,71891774718688.61
0.1631578947368421,2.2142105263157896,78574902544130.81
0.1631578947368421,2.3978947368421055,72412418373980.44
0.1631578947368421,2.581578947368421,76678714184821.61
0.1631578947368421,2.765263157894737,79778447389250.72
0.1631578947368421,2.9489473684210528,77737390501425.78
0.1631578947368421,3.1326315789473687,80944273712416.33
0.1631578947368421,3.3163157894736845,82334475681826.23
0.1631578947368421,3.5,82302147088132.12
0.22631578947368422,0.01,51638875949619.63
0.22631578947368422,0.19368421052631582,54424863246661.61
0.22631578947368422,0.37736842105263163,55438863518994.07
0.22631578947368422,0.5610526315789475,73068358722391.36
0.22631578947368422,0.7447368421052633,61682242152917.34
0.22631578947368422,0.928421052631579,67483205024312.69
0.22631578947368422,1.112105263157895,88227391275763.42
0.22631578947368422,1.2957894736842106,66897628054758.65
0.22631578947368422,1.4794736842105265,81154918425692.88
0.22631578947368422,1.6631578947368424,93438920898374.95
0.22631578947368422,1.846842105263158,76799468134828.61
0.22631578947368422,2.0305263157894737,92099714717618.4
0.22631578947368422,2.2142105263157896,93198021788670.62
0.22631578947368422,2.3978947368421055,87768372690371.86
0.22631578947368422,2.581578947368421,97783086270086.77
0.22631578947368422,2.765263157894737,96150669087315.25
0.22631578947368422,2.9489473684210528,96999009557820.39
0.22631578947368422,3.1326315789473687,101753481978904.23
0.22631578947368422,3.3163157894736845,101378631862386.94
0.22631578947368422,3.5,103667354904286.58
0.28947368421052627,0.01,51651815903193.42
0.28947368421052627,0.19368421052631582,54941890039751.25
0.28947368421052627,0.37736842105263163,57251655137766.62
0.28947368421052627,0.5610526315789475,85545359160791.61
0.28947368421052627,0.7447368421052633,63054401135021.836
0.28947368421052627,0.928421052631579,81750783287917.19
0.28947368421052627,1.112105263157895,102529523780919.9
0.28947368421052627,1.2957894736842106,71465115661155.34
0.28947368421052627,1.4794736842105265,103762081575322.88
0.28947368421052627,1.6631578947368424,104162511233349.55
0.28947368421052627,1.846842105263158,90525284892428.42
0.28947368421052627,2.0305263157894737,114234301843377.02
0.28947368421052627,2.2142105263157896,105138120591595.0
0.28947368421052627,2.3978947368421055,109309004087675.48
0.28947368421052627,2.581578947368421,117302524486992.23
0.28947368421052627,2.765263157894737,113385868716695.78
0.28947368421052627,2.9489473684210528,120010869508854.11
0.28947368421052627,3.1326315789473687,121880973068703.06
0.28947368421052627,3.3163157894736845,122848459823579.22
0.28947368421052627,3.5,126704252080277.94
0.3526315789473684,0.01,51661800964703.72
0.3526315789473684,0.19368421052631582,57235373332686.71
0.3526315789473684,0.37736842105263163,62976348585954.484
0.3526315789473684,0.5610526315789475,96457448932500.53
0.3526315789473684,0.7447368421052633,64060634483695.77
0.3526315789473684,0.928421052631579,98474259605540.62
0.3526315789473684,1.112105263157895,114245093671163.2
0.3526315789473684,1.2957894736842106,80235727530230.8
0.3526315789473684,1.4794736842105265,126463324183848.83
0.3526315789473684,1.6631578947368424,111431886182862.75
0.3526315789473684,1.846842105263158,112654382849414.11
0.3526315789473684,2.0305263157894737,132524924301790.5
0.3526315789473684,2.2142105263157896,118775593232401.88
0.3526315789473684,2.3978947368421055,133863906702483.88
0.3526315789473684,2.581578947368421,133510068331949.23
0.3526315789473684,2.765263157894737,134866187633328.23
0.3526315789473684,2.9489473684210528,142375152381383.94
0.3526315789473684,3.1326315789473687,141498085664583.06
0.3526315789473684,3.3163157894736845,146826052951963.25
0.3526315789473684,3.5,149605161535064.1
0.41578947368421054,0.01,51689661747411.78
0.41578947368421054,0.19368421052631582,57941537323014.31
0.41578947368421054,0.37736842105263163,67673393089519.48
0.41578947368421054,0.5610526315789475,108047972055108.23
0.41578947368421054,0.7447368421052633,64230233655918.39
0.41578947368421054,0.928421052631579,120128814867695.81
0.41578947368421054,1.112105263157895,121821799741550.33
0.41578947368421054,1.2957894736842106,96352315627627.78
0.41578947368421054,1.4794736842105265,148073958109385.03
0.41578947368421054,1.6631578947368424,118028950821818.98
0.41578947368421054,1.846842105263158,139862934969077.89
0.41578947368421054,2.0305263157894737,145634109283661.16
0.41578947368421054,2.2142105263157896,139662941251788.84
0.41578947368421054,2.3978947368421055,157771353536616.06
0.41578947368421054,2.581578947368421,149634219008048.03
0.41578947368421054,2.765263157894737,160577054928898.0
0.41578947368421054,2.9489473684210528,162220423562069.5
0.41578947368421054,3.1326315789473687,165726566712350.03
0.41578947368421054,3.3163157894736845,170505125261574.5
0.41578947368421054,3.5,172213921578380.12
0.47894736842105257,0.01,51733914429068.16
0.47894736842105257,0.19368421052631582,59016914544316.266
0.47894736842105257,0.37736842105263163,76260461216255.66
0.47894736842105257,0.5610526315789475,121250343190183.12
0.47894736842105257,0.7447368421052633,65835453470986.61
0.47894736842105257,0.928421052631579,141964899122726.62
0.47894736842105257,1.112105263157895,124936810626351.0
0.47894736842105257,1.2957894736842106,120252417170697.97
0.47894736842105257,1.4794736842105265,163554187578022.06
0.47894736842105257,1.6631578947368424,128233781324885.77
0.47894736842105257,1.846842105263158,167363878659242.06
0.47894736842105257,2.0305263157894737,154783483776546.0
0.47894736842105257,2.2142105263157896,166719549842517.84
0.47894736842105257,2.3978947368421055,173057415093093.28
0.47894736842105257,2.581578947368421,171708072181785.2
0.47894736842105257,2.765263157894737,183541931993087.5
0.47894736842105257,2.9489473684210528,181722469161277.0
0.47894736842105257,3.1326315789473687,190430390267372.56
0.47894736842105257,3.3163157894736845,192481024905078.3
0.47894736842105257,3.5,197816880565602.4
0.5421052631578948,0.01,51722356800244.484
0.5421052631578948,0.19368421052631582,59917287372842.445
0.5421052631578948,0.37736842105263163,81932165261303.75
0.5421052631578948,0.5610526315789475,129105513103400.89
0.5421052631578948,0.7447368421052633,70107070213993.945
0.5421052631578948,0.928421052631579,162552139158245.25
0.5421052631578948,1.112105263157895,124826622669245.9
0.5421052631578948,1.2957894736842106,148545621407341.9
0.5421052631578948,1.4794736842105265,173257084660624.7
0.5421052631578948,1.6631578947368424,147973300387993.94
0.5421052631578948,1.846842105263158,188508774974007.97
0.5421052631578948,2.0305263157894737,166962531317675.7
0.5421052631578948,2.2142105263157896,193590354817674.53
0.5421052631578948,2.3978947368421055,186602340840610.75
0.5421052631578948,2.581578947368421,198055058160890.7
0.5421052631578948,2.765263157894737,202280746087784.47
0.5421052631578948,2.9489473684210528,205240432809244.72
0.5421052631578948,3.1326315789473687,213522858803578.9
0.5421052631578948,3.3163157894736845,214808385963608.38
0.5421052631578948,3.5,223599627441962.44
0.6052631578947368,0.01,51787327255842.88
0.6052631578947368,0.19368421052631582,60873054250703.83
0.6052631578947368,0.37736842105263163,92245211779890.27
0.6052631578947368,0.5610526315789475,137943289301220.94
0.6052631578947368,0.7447368421052633,78971735520322.58
0.6052631578947368,0.928421052631579,182814253809719.56
0.6052631578947368,1.112105263157895,123671954287227.47
0.6052631578947368,1.2957894736842106,179634384194750.4
0.6052631578947368,1.4794736842105265,176725497491135.53
0.6052631578947368,1.6631578947368424,177619224762337.56
0.6052631578947368,1.846842105263158,201546011448097.4
0.6052631578947368,2.0305263157894737,188240342514756.94
0.6052631578947368,2.2142105263157896,215036878433552.06
0.6052631578947368,2.3978947368421055,203666861987371.16
0.6052631578947368,2.581578947368421,223908319162966.72
0.6052631578947368,2.765263157894737,219466159198250.22
0.6052631578947368,2.9489473684210528,231981259108775.16
0.6052631578947368,3.1326315789473687,233586388780264.06
0.6052631578947368,3.3163157894736845,240637275446931.3
0.6052631578947368,3.5,245908358494702.66
0.668421052631579,0.01,51819360034268.01
0.668421052631579,0.19368421052631582,61784504999412.055
0.668421052631579,0.37736842105263163,103278661344960.97
0.668421052631579,0.5610526315789475,144679293166354.03
0.668421052631579,0.7447368421052633,92813695343514.73
0.668421052631579,0.928421052631579,199792177739914.56
0.668421052631579,1.112105263157895,125239267155461.48
0.668421052631579,1.2957894736842106,207235255048879.7
0.668421052631579,1.4794736842105265,177009230333961.97
0.668421052631579,1.6631578947368424,208771991665321.97
0.668421052631579,1.846842105263158,207467721428047.66
0.668421052631579,2.0305263157894737,217500319106399.1
0.668421052631579,2.2142105263157896,227631793632035.75
0.668421052631579,2.3978947368421055,229628644313483.97
0.668421052631579,2.581578947368421,242280738694162.94
0.668421052631579,2.765263157894737,243729980314074.34
0.668421052631579,2.9489473684210528,254697539549756.84
0.668421052631579,3.1326315789473687,255681854083432.53
0.668421052631579,3.3163157894736845,265653344721083.4
0.668421052631579,3.5,268653594301375.53
0.7315789473684211,0.01,51803799842888.414
0.7315789473684211,0.19368421052631582,64832921500927.91
0.7315789473684211,0.37736842105263163,114648241761913.33
0.7315789473684211,0.5610526315789475,149461379628452.44
0.7315789473684211,0.7447368421052633,110841950854339.78
0.7315789473684211,0.928421052631579,214076178822758.6
0.7315789473684211,1.112105263157895,133432274729261.86
0.7315789473684211,1.2957894736842106,230558726599548.25
0.7315789473684211,1.4794736842105265,180628299318312.0
0.7315789473684211,1.6631578947368424,237830924157270.5
0.7315789473684211,1.846842105263158,213437677068468.12
0.7315789473684211,2.0305263157894737,247936370056769.47
0.7315789473684211,2.2142105263157896,237988679302427.44
0.7315789473684211,2.3978947368421055,259299341720001.28
0.7315789473684211,2.581578947368421,257065155283053.94
0.7315789473684211,2.765263157894737,270820191443002.4
0.7315789473684211,2.9489473684210528,273384399205900.66
0.7315789473684211,3.1326315789473687,281805119982420.56
0.7315789473684211,3.3163157894736845,287661811481940.0
0.7315789473684211,3.5,293789420487330.3
0.7947368421052632,0.01,51881531837729.01
0.7947368421052632,0.19368421052631582,63413036119665.67
0.7947368421052632,0.37736842105263163,126320164398989.78
0.7947368421052632,0.5610526315789475,152113716073825.2
0.7947368421052632,0.7447368421052633,134566970335151.03
0.7947368421052632,0.928421052631579,222652680760427.66
0.7947368421052632,1.112105263157895,151757494927663.12
0.7947368421052632,1.2957894736842106,248149442508629.22
0.7947368421052632,1.4794736842105265,193145245594531.2
0.7947368421052632,1.6631578947368424,259923307202832.56
0.7947368421052632,1.846842105263158,226589910220703.97
0.7947368421052632,2.0305263157894737,271357524529857.88
0.7947368421052632,2.2142105263157896,253699314523942.44
0.7947368421052632,2.3978947368421055,282534938740340.2
0.7947368421052632,2.581578947368421,276343218711667.25
0.7947368421052632,2.765263157894737,294382632153182.2
0.7947368421052632,2.9489473684210528,294150360732803.8
0.7947368421052632,3.1326315789473687,306830789610445.8
0.7947368421052632,3.3163157894736845,310357701885292.6
0.7947368421052632,3.5,319704176061832.4
0.8578947368421053,0.01,51982411592118.516
0.8578947368421053,0.19368421052631582,64114602845297.45
0.8578947368421053,0.37736842105263163,141011198711258.1
0.8578947368421053,0.5610526315789475,152707692394587.22
0.8578947368421053,0.7447368421052633,157989089047453.22
0.8578947368421053,0.928421052631579,226569724130393.53
0.8578947368421053,1.112105263157895,178652050670154.97
0.8578947368421053,1.2957894736842106,257209511917343.5
0.8578947368421053,1.4794736842105265,217456283623134.3
0.8578947368421053,1.6631578947368424,272441397970554.28
0.8578947368421053,1.846842105263158,251715642646880.03
0.8578947368421053,2.0305263157894737,284259419059302.94
0.8578947368421053,2.2142105263157896,280402142312291.4
0.8578947368421053,2.3978947368421055,297746853794425.56
0.8578947368421053,2.581578947368421,302629027690019.4
0.8578947368421053,2.765263157894737,312171692448730.8
0.8578947368421053,2.9489473684210528,320256543535492.9
0.8578947368421053,3.1326315789473687,327424415332488.75
0.8578947368421053,3.3163157894736845,335447322368059.44
0.8578947368421053,3.5,342477427686750.44
0.9210526315789473,0.01,51956528349335.28
0.9210526315789473,0.19368421052631582,64678340500984.984
0.9210526315789473,0.37736842105263163,155067414076728.28
0.9210526315789473,0.5610526315789475,152045720481246.38
0.9210526315789473,0.7447368421052633,185692669598593.22
0.9210526315789473,0.928421052631579,226840608782374.84
0.9210526315789473,1.112105263157895,211234858168725.4
0.9210526315789473,1.2957894736842106,258289821263081.3
0.9210526315789473,1.4794736842105265,249909619358094.1
0.9210526315789473,1.6631578947368424,275259719685375.8
0.9210526315789473,1.846842105263158,284383392877511.75
0.9210526315789473,2.0305263157894737,290782505814695.75
0.9210526315789473,2.2142105263157896,311390886599308.8
0.9210526315789473,2.3978947368421055,309467906467028.06
0.9210526315789473,2.581578947368421,330745200267398.44
0.9210526315789473,2.765263157894737,329637903187796.94
0.9210526315789473,2.9489473684210528,346043403977942.0
0.9210526315789473,3.1326315789473687,348462583153417.5
0.9210526315789473,3.3163157894736845,360900596060655.25
0.9210526315789473,3.5,365502105467939.8
0.9842105263157894,0.01,51961564169558.34
0.9842105263157894,0.19368421052631582,65192143591335.81
0.9842105263157894,0.37736842105263163,167510019914670.25
0.9842105263157894,0.5610526315789475,151020271217857.66
0.9842105263157894,0.7447368421052633,213230725819352.0
0.9842105263157894,0.928421052631579,221945096156889.84
0.9842105263157894,1.112105263157895,245645839738763.7
0.9842105263157894,1.2957894736842106,254980127023107.72
0.9842105263157894,1.4794736842105265,286563969319770.75
0.9842105263157894,1.6631578947368424,275236483991085.88
0.9842105263157894,1.846842105263158,316945735544668.2
0.9842105263157894,2.0305263157894737,299387843233091.0
0.9842105263157894,2.2142105263157896,338766060791302.06
0.9842105263157894,2.3978947368421055,327614261440389.06
0.9842105263157894,2.581578947368421,352121727937999.44
0.9842105263157894,2.765263157894737,354218692922846.0
0.9842105263157894,2.9489473684210528,366866776771608.94
0.9842105263157894,3.1326315789473687,373525289027120.25
0.9842105263157894,3.3163157894736845,382918518226877.8
0.9842105263157894,3.5,391395667190462.2
1.0473684210526315,0.01,52047384915920.86
1.0473684210526315,0.19368421052631582,65883473557114.68
1.0473684210526315,0.37736842105263163,183101637902423.84
1.0473684210526315,0.5610526315789475,144759170726217.75
1.0473684210526315,0.7447368421052633,240107861509100.44
1.0473684210526315,0.928421052631579,213641954478434.62
1.0473684210526315,1.112105263157895,281588456212583.9
1.0473684210526315,1.2957894736842106,248572247028232.0
1.0473684210526315,1.4794736842105265,319081919660567.6
1.0473684210526315,1.6631578947368424,279780087325773.34
1.0473684210526315,1.846842105263158,341719002159417.25
1.0473684210526315,2.0305263157894737,318855518424055.8
1.0473684210526315,2.2142105263157896,353171541290255.06
1.0473684210526315,2.3978947368421055,355612914272509.1
1.0473684210526315,2.581578947368421,366629547949029.8
1.0473684210526315,2.765263157894737,381245925790404.56
1.0473684210526315,2.9489473684210528,385231638939552.8
1.0473684210526315,3.1326315789473687,400053638193103.7
1.0473684210526315,3.3163157894736845,404858904469720.5
1.0473684210526315,3.5,416498728983246.3
1.1105263157894738,0.01,52166632433398.516
1.1105263157894738,0.19368421052631582,66409062098645.22
1.1105263157894738,0.37736842105263163,195568494159786.34
1.1105263157894738,0.5610526315789475,139268377588026.39
1.1105263157894738,0.7447368421052633,265817737928818.7
1.1105263157894738,0.928421052631579,205997767079530.34
1.1105263157894738,1.112105263157895,310675032128934.25
1.1105263157894738,1.2957894736842106,248042610556240.06
1.1105263157894738,1.4794736842105265,343274660593080.9
1.1105263157894738,1.6631578947368424,296918982778622.3
1.1105263157894738,1.846842105263158,353729937876856.1
1.1105263157894738,2.0305263157894737,349441893626958.9
1.1105263157894738,2.2142105263157896,361717870411544.94
1.1105263157894738,2.3978947368421055,385161093267612.7
1.1105263157894738,2.581578947368421,382505573595288.44
1.1105263157894738,2.765263157894737,404716877433825.7
1.1105263157894738,2.9489473684210528,409477704203366.8
1.1105263157894738,3.1326315789473687,421676498214273.5
1.1105263157894738,3.3163157894736845,430302977162634.2
1.1105263157894738,3.5,439871484912290.25
1.1736842105263157,0.01,52337739059065.516
1.1736842105263157,0.19368421052631582,66162868390992.945
1.1736842105263157,0.37736842105263163,207353919817022.12
1.1736842105263157,0.5610526315789475,133238842434114.89
1.1736842105263157,0.7447368421052633,289635588123636.25
1.1736842105263157,0.928421052631579,200593949600291.56
1.1736842105263157,1.112105263157895,335752454338169.0
1.1736842105263157,1.2957894736842106,257922175211122.4
1.1736842105263157,1.4794736842105265,356415697775106.8
1.1736842105263157,1.6631578947368424,327212538226777.0
1.1736842105263157,1.846842105263158,357039369894352.2
1.1736842105263157,2.0305263157894737,382709671173951.6
1.1736842105263157,2.2142105263157896,373437295308280.6
1.1736842105263157,2.3978947368421055,407160112295222.4
1.1736842105263157,2.581578947368421,407362916230606.56
1.1736842105263157,2.765263157894737,421677865557494.44
1.1736842105263157,2.9489473684210528,435457273247988.25
1.1736842105263157,3.1326315789473687,441649529626096.4
1.1736842105263157,3.3163157894736845,455821241175137.06
1.1736842105263157,3.5,462746801905507.9
1.236842105263158,0.01,52267389863789.18
1.236842105263158,0.19368421052631582,63805842272772.58
1.236842105263158,0.37736842105263163,222273299263137.97
1.236842105263158,0.5610526315789475,129732151726083.48
1.236842105263158,0.7447368421052633,310753193954116.06
1.236842105263158,0.928421052631579,202135535626947.28
1.236842105263158,1.112105263157895,353227250389572.9
1.236842105263158,1.2957894736842106,280882005535106.47
1.236842105263158,1.4794736842105265,358367912998322.5
1.236842105263158,1.6631578947368424,365782871474252.5
1.236842105263158,1.846842105263158,359227273641876.5
1.236842105263158,2.0305263157894737,408481405628525.2
1.236842105263158,2.2142105263157896,396525971312827.4
1.236842105263158,2.3978947368421055,420336316794977.9
1.236842105263158,2.581578947368421,436513640396162.2
1.236842105263158,2.765263157894737,439016682218484.0
1.236842105263158,2.9489473684210528,459225624812075.56
1.236842105263158,3.1326315789473687,465315261445992.3
1.236842105263158,3.3163157894736845,477765806202512.9
1.236842105263158,3.5,488629996299322.5
1.3,0.01,52237799638962.17
1.3,0.19368421052631582,64102663447817.93
1.3,0.37736842105263163,237950674531949.75
1.3,0.5610526315789475,126372613787594.19
1.3,0.7447368421052633,327912840527098.44
1.3,0.928421052631579,212206120555424.94
1.3,1.112105263157895,360997021303237.25
1.3,1.2957894736842106,314250156203817.94
1.3,1.4794736842105265,354129209345661.4
1.3,1.6631578947368424,398413686817919.44
1.3,1.846842105263158,371118092944982.0
1.3,2.0305263157894737,421317591917210.9
1.3,2.2142105263157896,428221737038501.06
1.3,2.3978947368421055,432018902917813.0
1.3,2.581578947368421,460248727229553.94
1.3,2.765263157894737,464035686197458.56
1.3,2.9489473684210528,477187294101321.44
1.3,3.1326315789473687,492137783601562.9
1.3,3.3163157894736845,499574229184958.3
1.3,3.5,513408920606875.0
